Date,Team,Acquired,Relinquised,injury,severity,score
2018-02-11,Mavericks,,Jose Juan Barea / Jose Barea / J.J. Barea,rest ,DTD,1
2018-02-11,Mavericks,,Salah Mejri,stiff neck ,DTD,1
2018-02-11,Raptors,Malachi Richardson,,returned to lineup,,0
2018-02-11,Spurs,,LaMarcus Aldridge,sore right knee ,DTD,1
2018-02-11,Wizards,,Tim Frazier,fractured nose ,DTD,1
2018-02-12,Clippers,Milos Teodosic,,returned to lineup,,0
2018-02-12,Spurs,Dejounte Murray,,returned to lineup,,0
2018-02-12,Jazz,,Tony Bradley,gastroenteritis ,DTD,1
2018-02-13,Knicks,,Kristaps Porzingis,surgery on left knee to repair torn ACL ,out for season,10
2018-02-13,Mavericks,Salah Mejri,,returned to lineup,,0
2018-02-13,Jazz,Tony Bradley,,returned to lineup,,0
2018-02-14,76ers,,Joel Embiid,sore right ankle ,DTD,1
2018-02-14,Grizzlies,Deyonta Davis,,returned to lineup,,0
2018-02-14,Hawks,,Dennis Schroder,tightness in lower back ,DTD,1
2018-02-14,Hawks,,Kent Bazemore,rest ,DTD,1
2018-02-14,Nets,,Jahlil Okafor,tightness in left calf ,DTD,1
2018-02-14,Rockets,,Eric Gordon,bruised right knee ,DTD,1
2018-02-14,Suns,,Tyson Chandler,neck spasms ,DTD,1
2018-02-14,Wizards,Markieff Morris,,returned to lineup,,0
2018-02-15,Nuggets,,Richard Jefferson,right wrist injury ,DTD,1
2018-02-16,Lakers,,Channing Frye,appendectomy ,out indefinitely,8
2018-02-17,Lakers,,Channing Frye,appendectomy ,out indefinitely,8
2018-02-22,76ers,Joel Embiid,,returned to lineup,,0
2018-02-22,Grizzlies,,Chandler Parsons,illness ,DTD,1
2018-02-22,Hawks,,Malcolm Delaney,strained right knee ,DTD,1
2018-02-22,Hawks,Dennis Schroder,,returned to lineup,,0
2018-02-22,Magic,Aaron Gordon,,returned to lineup,,0
2018-02-22,Nets,Jahlil Okafor,,returned to lineup,,0
2018-02-22,Hawks,,Antonius Cleveland,left ankle injury ,DTD,1
2018-02-23,Clippers,,Danilo Gallinari,sprained right hand ,DTD,1
2018-02-23,Jazz,,Raulzinho Neto / Raul Neto,sprained right ankle ,DTD,1
2018-02-23,Rockets,,Eric Gordon,illness ,DTD,1
2018-02-23,Spurs,,Danny Green,illness ,DTD,1
2018-02-24,Bulls,,Paul Zipser,left foot injury ,DTD,1
2018-02-24,Grizzlies,,Marc Gasol,DNP,,0
2018-02-24,Lakers,,Channing Frye,recovering from appendectomy ,DTD,1
2018-02-25,Spurs,,Emanuel Ginobili / Manu Ginobili,bruised sternum ,DTD,1
2018-02-25,Spurs,Danny Green,,returned to lineup,,0
2018-02-25,Timberwolves,,Jimmy Butler,surgery on right knee to repair meniscus injury,,0
2018-02-26,Hawks,,DeAndre' Bembry / DeAndre Bembry,strained abdominal ,DTD,1
2018-02-26,Kings,,Garrett Temple,back injury ,DTD,1
2018-02-26,Nets,,Jahlil Okafor,illness ,DTD,1
2018-02-26,Rockets,,Brandan Wright,sore right knee ,DTD,1
2018-02-26,Rockets,,Clint Capela,illness ,DTD,1
2018-02-26,Rockets,,Ryan Anderson,sore left groin/hip ,DTD,1
2018-02-27,Grizzlies,,Deyonta Davis,left ankle injury ,DTD,1
2018-02-27,Heat,Kelly Olynyk,,returned to lineup,,0
2018-02-28,Bucks,,Tony Snell,bruised right thigh ,DTD,1
2018-02-28,Celtics,,Daniel Theis,sore right hamstring ,DTD,1
2018-02-28,Hawks,Malcolm Delaney,,returned to lineup,,0
2018-02-28,Hornets,,Michael Kidd-Gilchrist,sore left hamstring ,DTD,1
2018-02-28,Lakers,,Josh Hart,fractured left hand ,out indefinitely,8
2018-02-28,Rockets,Clint Capela,,returned to lineup,,0
2018-02-28,Rockets,Eric Gordon,,returned to lineup,,0
2018-02-28,Spurs,Emanuel Ginobili / Manu Ginobili,,returned to lineup,,0
2018-03-01,Heat,,Wayne Ellington,bruised left quadricep ,DTD,1
2018-03-01,Kings,Garrett Temple,,returned to lineup,,0
2018-03-02,Clippers,,Danilo Gallinari,fractured right hand ,out indefinitely,8
2018-03-02,Grizzlies,,Andrew Harrison,right wrist injury ,DTD,1
2018-03-02,Grizzlies,,JaMychal Green,illness ,DTD,1
2018-03-02,Hornets,Michael Kidd-Gilchrist,,returned to lineup,,0
2018-03-02,Jazz,Raulzinho Neto / Raul Neto,,returned to lineup,,0
2018-03-02,Lakers,,Josh Hart,surgery on left hand to repair fracture ,out indefinitely,8
2018-03-03,Celtics,Daniel Theis,,returned to lineup,,0
2018-03-03,Grizzlies,,Wayne Selden Jr.,sore right knee ,DTD,1
2018-03-03,Grizzlies,JaMychal Green,,returned to lineup,,0
2018-03-03,Nuggets,Richard Jefferson,,returned to lineup,,0
2018-03-04,Bucks,Tony Snell,,returned to lineup,,0
2018-03-04,Cavaliers,,Tristan Thompson,sprained right ankle ,DTD,1
2018-03-04,Grizzlies,,Mario Chalmers,right hamstring injury ,DTD,1
2018-03-04,Nets,Jahlil Okafor,,returned to lineup,,0
2018-03-04,Pelicans,,Emeka Okafor,sprained right ankle ,DTD,1
2018-03-04,Wizards,,Kelly Oubre,sore left foot ,DTD,1
2018-03-05,Bucks,,Tyler Zeller,sore back ,DTD,1
2018-03-05,Grizzlies,,Jarell Martin,right knee injury ,DTD,1
2018-03-05,Grizzlies,,Mario Chalmers,right hamstring injury ,DTD,1
2018-03-05,Grizzlies,Wayne Selden Jr.,,returned to lineup,,0
2018-03-05,Hawks,,Malcolm Delaney,sprained left ankle ,out for season,10
2018-03-05,Hornets,,Michael Carter-Williams,sprained left shoulder ,out for season,10
2018-03-05,Jazz,,Derrick Favors,neck spasms ,DTD,1
2018-03-05,Rockets,,Joe Johnson,illness ,DTD,1
2018-03-06,Pelicans,Emeka Okafor,,returned to lineup,,0
2018-03-06,Wizards,Kelly Oubre,,returned to lineup,,0
2018-03-07,Grizzlies,,Mario Chalmers,right hamstring injury ,DTD,1
2018-03-07,Jazz,Derrick Favors,,returned to lineup,,0
2018-03-07,Spurs,,Pau Gasol,sprained right shoulder ,DTD,1
2018-03-07,Warriors,,Jordan Bell,sprained right ankle ,DTD,1
2018-03-08,Heat,Wayne Ellington,,returned to lineup,,0
2018-03-08,Magic,,Evan Fournier,sprained MCL in left knee ,out for season,10
2018-03-08,Spurs,,Pau Gasol,sprained ACL in right knee ,DTD,1
2018-03-09,Celtics,,Jaylen Brown,concussion ,out indefinitely,8
2018-03-09,Grizzlies,Jarell Martin,,returned to lineup,,0
2018-03-09,Hornets,,Michael Carter-Williams,surgery on left shoulder to repair posterior tear in labrum ,out for season,10
2018-03-09,Magic,,Aaron Gordon,concussion ,DTD,1
2018-03-09,Pelicans,,Anthony Davis,sprained left ankle ,DTD,1
2018-03-09,Pistons,,Dwight Buycks,sprained left ankle ,DTD,1
2018-03-09,Thunder,,Terrance Ferguson,concussion ,out indefinitely,8
2018-03-10,Cavaliers,,Cedi Osman,strained left hip ,out indefinitely,8
2018-03-10,Cavaliers,,Rodney Hood,strained lower back ,DTD,1
2018-03-10,Spurs,Pau Gasol,,returned to lineup,,0
2018-03-10,Suns,,Devin Booker,strained left tricep ,DTD,1
2018-03-10,Bucks,Mirza Teletovic,,returned to lineup,,0
2018-03-11,Hawks,,Dennis Schroder,sprained left elbow ,DTD,1
2018-03-11,Knicks,,Enes Kanter,back spasms ,DTD,1
2018-03-11,Mavericks,,Wesley Matthews / Wes Matthews Jr.,fractured right fibula ,out for season,10
2018-03-11,Pelicans,Anthony Davis,,returned to lineup,,0
2018-03-11,Rockets,,James Harden,sore left knee ,DTD,1
2018-03-11,Spurs,,LaMarcus Aldridge,sore right knee ,DTD,1
2018-03-12,Celtics,,Daniel Theis,torn meniscus in left knee ,out for season,10
2018-03-12,Celtics,,Marcus Smart,sprained right thumb ,out indefinitely,8
2018-03-12,Hawks,,Jaylen Morris,sprained left ankle ,out for season,10
2018-03-12,Hawks,,Kent Bazemore,bone bruise in right knee ,out for season,10
2018-03-12,Jazz,,Raulzinho Neto / Raul Neto,fractured left wrist ,out indefinitely,8
2018-03-12,Rockets,James Harden,,returned to lineup,,0
2018-03-13,Clippers,,Avery Bradley,surgery to repair athletic pubalgia / sports hernia ,out for season,10
2018-03-13,Hawks,Dennis Schroder,,returned to lineup,,0
2018-03-13,Knicks,Enes Kanter,,returned to lineup,,0
2018-03-13,Nets,,Jarrett Allen,sore left foot ,DTD,1
2018-03-13,Pistons,,Reggie Bullock,back injury ,DTD,1
2018-03-13,Suns,Devin Booker,,returned to lineup,,0
2018-03-13,Warriors,,Draymond Green,sore right shoulder ,DTD,1
2018-03-14,Celtics,,Kyrie Irving,sore left knee ,DTD,1
2018-03-14,Heat,,Josh Richardson,sore left foot ,DTD,1
2018-03-14,Lakers,,Kyle Kuzma,sprained right ankle ,DTD,1
2018-03-14,Pacers,,Domantas Sabonis / Domas Sabonis,sprained left ankle ,DTD,1
2018-03-14,Rockets,,Zhou Qi / Qi Zhou,rib injury ,DTD,1
2018-03-15,Pistons,Dwight Buycks,,returned to lineup,,0
2018-03-15,Pistons,Reggie Bullock,,returned to lineup,,0
2018-03-16,76ers,,Timothe Luwawu / Timothe Luwawu-Cabarrot,patellar tendinitis in right knee ,DTD,1
2018-03-16,Bulls,,Kris Dunn,sprained right toe ,out for season,10
2018-03-16,Celtics,,Marcus Smart,surgery on right thumb ,out indefinitely,8
2018-03-16,Heat,Josh Richardson,,returned to lineup,,0
2018-03-16,Lakers,Kyle Kuzma,,returned to lineup,,0
2018-03-16,Nets,Jarrett Allen,,returned to lineup,,0
2018-03-17,Bulls,,Noah Vonleh,sprained right toe ,DTD,1
2018-03-17,Cavaliers,,Rodney Hood,strained lower back ,DTD,1
2018-03-17,Nuggets,,Gary Harris,right knee injury ,DTD,1
2018-03-17,Pelicans,,Rajon Rondo,rest ,DTD,1
2018-03-17,Rockets,Ryan Anderson,,returned to lineup,,0
2018-03-17,Suns,,Devin Booker,sprained right hand ,out for season,10
2018-03-17,Suns,,Tyson Chandler,neck injury ,out for season,10
2018-03-18,Hornets,,Nicolas Batum,left Achilles tendinitis ,DTD,1
2018-03-18,Pelicans,Rajon Rondo,,returned to lineup,,0
2018-03-18,Rockets,Zhou Qi / Qi Zhou,,returned to lineup,,0
2018-03-19,Bulls,Noah Vonleh,,returned to lineup,,0
2018-03-19,Cavaliers,,Tyronn Lue,took leave of absence as head coach to address health issues,,0
2018-03-19,Grizzlies,,Marc Gasol,illness ,DTD,1
2018-03-19,Hawks,,John Collins (b),sprained left ankle ,DTD,1
2018-03-19,Jazz,,Derrick Favors,sore left knee ,DTD,1
2018-03-19,Kings,,Bogdan Bogdanovic,left hamstring injury ,DTD,1
2018-03-19,Magic,Aaron Gordon,,returned to lineup,,0
2018-03-20,Magic,,Jonathon Simmons,bruised right wrist ,out for season,10
2018-03-20,Pelicans,,Jrue Holiday,illness ,DTD,1
2018-03-20,Raptors,,DeMar DeRozan,bruised left thigh ,DTD,1
2018-03-21,Grizzlies,,Ivan Rabb,right heel injury ,DTD,1
2018-03-21,Hornets,,Nicolas Batum,sore left Achilles ,DTD,1
2018-03-21,Kings,,Garrett Temple,sprained left ankle ,out for season,10
2018-03-21,Pelicans,Jrue Holiday,,returned to lineup,,0
2018-03-21,Raptors,DeMar DeRozan,,returned to lineup,,0
2018-03-21,Nets,,Dante Cunningham,DNP,,0
2018-03-22,Bulls,,Antonio Blakeney,fractured left wrist ,out for season,10
2018-03-22,Grizzlies,,Andrew Harrison,right wrist injury ,DTD,1
2018-03-22,Grizzlies,Ivan Rabb,,returned to lineup,,0
2018-03-22,Hawks,,Dennis Schroder,rest ,DTD,1
2018-03-22,Magic,,Jonathan Isaac,sprained left foot ,DTD,1
2018-03-22,Rockets,,Chris Paul,sore left hamstring ,DTD,1
2018-03-22,Warriors,,Draymond Green,bruised pelvis ,DTD,1
2018-03-23,Blazers,,Shabazz Napier,left big toe injury ,DTD,1
2018-03-23,Celtics,,Kyrie Irving,surgery on left knee ,out for season,10
2018-03-23,Grizzlies,,Ivan Rabb,right heel injury ,DTD,1
2018-03-23,Hawks,Dennis Schroder,,returned to lineup,,0
2018-03-23,Hawks,John Collins (b),,returned to lineup,,0
2018-03-23,Nets,Dante Cunningham,,returned to lineup,,0
2018-03-23,Timberwolves,,Derrick Rose,sprained right ankle ,DTD,1
2018-03-24,Grizzlies,,Chandler Parsons,sore right knee ,DTD,1
2018-03-24,Grizzlies,Andrew Harrison,,returned to lineup,,0
2018-03-24,Lakers,,Isaiah Thomas,right hip injury ,out for season,10
2018-03-24,Lakers,,Luol Deng,sprained left ankle ,DTD,1
2018-03-24,Pelicans,,Nikola Mirotic,hip injury ,DTD,1
2018-03-24,Pelicans,,Nikola Mirotic,right hip flexor injury ,DTD,1
2018-03-24,Pelicans,,Rajon Rondo,sprained right wrist ,DTD,1
2018-03-24,Rockets,,Luc Richard Mbah a Moute / Luc Mbah a Moute,sore left knee ,DTD,1
2018-03-24,Warriors,,Stephen Curry,sprained MCL in left knee ,out indefinitely,8
2018-03-25,Blazers,Shabazz Napier,,returned to lineup,,0
2018-03-25,Hawks,,Dennis Schroder,sprained left ankle ,out for season,10
2018-03-25,Knicks,,Damyean Dotson,sprained right foot ,DTD,1
2018-03-25,Knicks,,Kyle O'Quinn,strained left hip ,DTD,1
2018-03-25,Warriors,,Draymond Green,flu ,DTD,1
2018-03-26,Bulls,,Paul Zipser,sore left foot ,out for season,10
2018-03-26,Grizzlies,Chandler Parsons,,returned to lineup,,0
2018-03-26,Knicks,,Emmanuel Mudiay,illness ,DTD,1
2018-03-27,Heat,,Edrice Adebayo / Bam Adebayo,sprained right ankle ,DTD,1
2018-03-27,Mavericks,,Dwight Powell,left knee injury ,DTD,1
2018-03-27,Mavericks,,Dwight Powell,bursitis in knee ,DTD,1
2018-03-27,Mavericks,,Nerlens Noel,rest ,DTD,1
2018-03-27,Pelicans,,Alexis Ajinca / Alex Ajinca,surgery on left knee ,out for season,10
2018-03-27,Pelicans,,Rajon Rondo,sprained right wrist ,DTD,1
2018-03-27,Pelicans,Nikola Mirotic,,returned to lineup,,0
2018-03-27,Rockets,,Clint Capela,sprained left thumb ,DTD,1
2018-03-27,Rockets,Chris Paul,,returned to lineup,,0
2018-03-27,Blazers,,Maurice Harkless / Moe Harkless,surgery on left knee ,out indefinitely,8
2018-03-27,Warriors,,Chris Boucher,sprained left ankle ,DTD,1
2018-03-28,76ers,,Amir Johnson,illness ,DTD,1
2018-03-28,76ers,,Justin Anderson,sore right ankle ,DTD,1
2018-03-28,Cavaliers,,Kevin Love,concussion ,out indefinitely,8
2018-03-28,Celtics,,Al Horford,ankle injury ,DTD,1
2018-03-28,Celtics,,Marcus Morris,sprained right ankle ,DTD,1
2018-03-28,Clippers,,Milos Teodosic,plantar fascia in left foot ,out for season,10
2018-03-28,Grizzlies,,Andrew Harrison,right wrist injury ,out for season,10
2018-03-28,Knicks,,Courtney Lee,left foot injury ,DTD,1
2018-03-28,Knicks,Damyean Dotson,,returned to lineup,,0
2018-03-28,Knicks,Emmanuel Mudiay,,returned to lineup,,0
2018-03-28,Lakers,,Isaiah Thomas,surgery on right hip ,out for season,10
2018-03-28,Magic,,Wesley Iwundu / Wes Iwundu,illness ,DTD,1
2018-03-28,Mavericks,,Salah Mejri,bruised right knee ,DTD,1
2018-03-28,Mavericks,Dwight Powell,,returned to lineup,,0
2018-03-28,Mavericks,Nerlens Noel,,returned to lineup,,0
2018-03-28,Nets,,Isaiah Whitehead,sprained right wrist ,out for season,10
2018-03-28,Suns,,Alex Len,sprained left ankle ,DTD,1
2018-03-28,Suns,,Elfrid Payton,left knee injury ,out for season,10
2018-03-29,76ers,,Joel Embiid,fractured left orbital bone ,out indefinitely,8
2018-03-29,Bulls,,Cristiano Felicio,sore lower back ,DTD,1
2018-03-29,Bulls,,Lauri Markkanen,rest ,DTD,1
2018-03-29,Warriors,Draymond Green,,returned to lineup,,0
2018-03-30,76ers,Amir Johnson,,returned to lineup,,0
2018-03-30,Bucks,,John Henson,right index finger injury ,DTD,1
2018-03-30,Cavaliers,Kevin Love,,returned to lineup,,0
2018-03-30,Clippers,,Jawun Evans,abdominal injury / sports hernia / athletic pubalgia ,out for season,10
2018-03-30,Grizzlies,,Chandler Parsons,rest ,DTD,1
2018-03-30,Jazz,,Ricky Rubio,hamstring injury ,DTD,1
2018-03-30,Jazz,,Ricky Rubio,sore left hamstring ,DTD,1
2018-03-30,Lakers,,Lonzo Ball,bruised left knee ,out for season,10
2018-03-30,Magic,Jonathan Isaac,,returned to lineup,,0
2018-03-30,Pelicans,Rajon Rondo,,returned to lineup,,0
2018-03-30,Rockets,,Chris Paul,sore left hip / rest ,DTD,1
2018-03-30,Rockets,,Eric Gordon,sore left / right knee ,DTD,1
2018-03-30,Rockets,Clint Capela,,returned to lineup,,0
2018-03-30,Suns,,Jared Dudley,sore left ankle ,DTD,1
2018-03-30,Warriors,,Andre Iguodala,sore left knee ,DTD,1
2018-03-31,76ers,,Joel Embiid,surgery to repair fractured left orbital bone ,out indefinitely,8
2018-03-31,Celtics,Al Horford,,returned to lineup,,0
2018-03-31,Celtics,Marcus Morris,,returned to lineup,,0
2018-03-31,Hornets,,Jeremy Lamb,sore left foot ,DTD,1
2018-03-31,Knicks,,Frank Ntilikina,illness ,DTD,1
2018-03-31,Warriors,Chris Boucher,,returned to lineup,,0
2018-04-01,76ers,Justin Anderson,,returned to lineup,,0
2018-04-01,Grizzlies,,JaMychal Green,sore left knee ,out for season,10
2018-04-01,Grizzlies,,MarShon Brooks,left ankle injury ,DTD,1
2018-04-01,Hornets,,Dwayne Bacon,sprained right ankle ,out for season,10
2018-04-01,Hornets,Jeremy Lamb,,returned to lineup,,0
2018-04-01,Jazz,Ricky Rubio,,returned to lineup,,0
2018-04-01,Magic,Wesley Iwundu / Wes Iwundu,,returned to lineup,,0
2018-04-01,Pistons,,James Ennis,bruised right hand ,DTD,1
2018-04-01,Rockets,,Chris Paul,sore left leg ,DTD,1
2018-04-01,Rockets,Eric Gordon,,returned to lineup,,0
2018-04-01,Timberwolves,,Jeff Teague,knee injury ,DTD,1
2018-04-01,Wizards,,John Wall (a),rest ,DTD,1
2018-04-01,Cavaliers,,Kyle Korver,sore right foot ,DTD,1
2018-04-02,Knicks,,Troy Williams,fractured jaw ,out for season,10
2018-04-03,Bulls,,Denzel Valentine,surgery on left knee ,out for season,10
2018-04-03,Cavaliers,Kyle Korver,,returned to lineup,,0
2018-04-03,Clippers,,Danilo Gallinari,sore right hand ,out for season,10
2018-04-03,Grizzlies,,Wayne Selden Jr.,sore right knee ,out for season,10
2018-04-03,Hawks,,Dewayne Dedmon,sore ribs ,DTD,1
2018-04-03,Kings,,Skal Labissiere,sprained left ankle ,out for season,10
2018-04-03,Knicks,Courtney Lee,,returned to lineup,,0
2018-04-03,Knicks,Frank Ntilikina,,returned to lineup,,0
2018-04-03,Magic,,Jonathan Isaac,sprained left ankle ,out for season,10
2018-04-03,Mavericks,Salah Mejri,,returned to lineup,,0
2018-04-03,Nets,,Isaiah Whitehead,surgery on right wrist ,out for season,10
2018-04-03,Rockets,,Trevor Ariza,rest ,DTD,1
2018-04-03,Rockets,Chris Paul,,returned to lineup,,0
2018-04-03,Suns,Alex Len,,returned to lineup,,0
2018-04-04,Grizzlies,MarShon Brooks,,returned to lineup,,0
2018-04-04,Hawks,Dewayne Dedmon,,returned to lineup,,0
2018-04-04,Nets,,DeMarre Carroll,strained left hip ,out for season,10
2018-04-04,Pistons,James Ennis,,returned to lineup,,0
2018-04-04,Rockets,,Ryan Anderson,sprained left ankle ,DTD,1
2018-04-04,Grizzlies,Chandler Parsons,,returned to lineup,,0
2018-04-05,Cavaliers,Tyronn Lue,,returned as head coach,,0
2018-04-05,Celtics,,Kyrie Irving,surgery on left knee to remove 2 screws ,,0
2018-04-05,Grizzlies,,Jarell Martin,left ankle injury ,out for season,10
2018-04-05,Mavericks,,Dirk Nowitzki,surgery on left ankle to remove loose debris ,out for season,10
2018-04-05,Nets,,Dante Cunningham,back injury ,DTD,1
2018-04-05,Rockets,Trevor Ariza,,returned to lineup,,0
2018-04-05,Suns,,Alan Williams,sore right knee ,out for season,10
2018-04-05,Timberwolves,Jeff Teague,,returned to lineup,,0
2018-04-06,Magic,,Aaron Gordon,sore right calf ,DTD,1
2018-04-06,Magic,,Nikola Vucevic,tightness in lower back ,DTD,1
2018-04-06,Mavericks,,Salah Mejri,rest / knee injury ,out for season,10
2018-04-06,Pelicans,,Ian Clark,sprained right ankle ,DTD,1
2018-04-06,Suns,,Troy Daniels,sprained right ankle ,DTD,1
2018-04-06,Suns,Jared Dudley,,returned to lineup,,0
2018-04-06,Wizards,,Ian Mahinmi,concussion ,DTD,1
2018-04-07,Bucks,,Shabazz Muhammad,sprained right ankle ,DTD,1
2018-04-07,Knicks,,Tim Hardaway Jr.,sprained left ankle ,out for season,10
2018-04-07,Nets,Dante Cunningham,,returned to lineup,,0
2018-04-07,Rockets,,Tarik Black,sore lower back ,DTD,1
2018-04-08,Magic,Aaron Gordon,,returned to lineup,,0
2018-04-08,Magic,Nikola Vucevic,,returned to lineup,,0
2018-04-08,Suns,,Josh Jackson,bruised right quadriceps ,out for season,10
2018-04-08,Suns,Troy Daniels,,returned to lineup,,0
2018-04-09,Bucks,Shabazz Muhammad,,returned to lineup,,0
2018-04-09,Clippers,,Austin Rivers,sore right elbow ,out for season,10
2018-04-09,Clippers,,Louis Williams / Lou Williams,sprained right ankle ,out for season,10
2018-04-09,Grizzlies,,Marc Gasol,rest ,DTD,1
2018-04-09,Hawks,,Malcolm Delaney,arthroscopic surgery on left ankle ,out for season,10
2018-04-09,Kings,,Frank Mason,partially torn plantar fascia in left foot ,out for season,10
2018-04-09,Nets,,Joe Harris,sprained left ankle ,out for season,10
2018-04-09,Pelicans,Ian Clark,,returned to lineup,,0
2018-04-10,Mavericks,,Doug McDermott,elbow injury ,out for season,10
2018-04-10,Rockets,,Luc Richard Mbah a Moute / Luc Mbah a Moute,dislocated right shoulder ,DTD,1
2018-04-10,Suns,,Troy Daniels,sprained right ankle ,DTD,1
2018-04-10,Thunder,,Alex Abrines,concussion ,DTD,1
2018-04-10,Wizards,Ian Mahinmi,,returned to lineup,,0
2018-04-11,76ers,,J.J. Redick,tightness in lower back ,DTD,1
2018-04-11,Grizzlies,,Marc Gasol,rest ,DTD,1
2018-04-11,Knicks,,Courtney Lee,sprained left ankle ,out for season,10
2018-04-11,Pistons,,Jameer Nelson,illness ,out for season,10
2018-04-11,Rockets,,Chris Paul,rest ,DTD,1
2018-04-11,Rockets,,Clint Capela,hand injury ,DTD,1
2018-04-11,Rockets,,Eric Gordon,ankle injury / rest ,DTD,1
2018-04-11,Rockets,,James Harden,rest ,DTD,1
2018-04-12,Hawks,,DeAndre' Bembry / DeAndre Bembry,fractured right wrist ,out for season,10
2018-04-14,76ers,J.J. Redick,,returned to lineup,,0
2018-04-15,Rockets,Chris Paul,,returned to lineup,,0
2018-04-15,Rockets,Clint Capela,,returned to lineup,,0
2018-04-15,Rockets,Eric Gordon,,returned to lineup,,0
2018-04-18,Timberwolves,,Justin Patton,surgery on left foot ,out for season,10
2018-04-20,Pacers,,Joe Young,illness ,DTD,1
2018-04-22,Pacers,Joe Young,,returned to lineup,,0
2018-04-23,Timberwolves,,Tyus Jones,sore right knee ,DTD,1
2018-04-25,Timberwolves,Tyus Jones,,returned to lineup,,0
2018-04-26,Nuggets,,Mason Plumlee,surgery to repair core muscle injury,,0
2018-04-27,Wizards,,Otto Porter Jr.,surgery on left leg to remove blood around a contusion ,out indefinitely,8
2018-04-30,Celtics,,Jaylen Brown,strained right hamstring ,DTD,1
2018-05-03,Celtics,Jaylen Brown,,returned to lineup,,0
2018-05-07,Jazz,,Dante Exum,strained left hamstring ,out for season,10
2018-05-09,Celtics,,Shane Larkin,sprained left shoulder ,out for season,10
2018-05-09,Thunder,,Paul George,arthroscopic surgery on right knee ,out indefinitely,8
2018-05-22,Warriors,,Andre Iguodala,bruised left leg ,DTD,1
2018-05-25,Rockets,,Chris Paul,strained right hamstring ,out for season,10
2018-05-26,Cavaliers,,Kevin Love,concussion ,DTD,1
2018-05-31,Cavaliers,Kevin Love,,returned to lineup,,0
2018-06-06,Warriors,Andre Iguodala,,returned to lineup,,0
